,date,bithumb,coinone,korbit,upbit,gopax
689,2015-11-16,1277382,0,0,0,0
690,2015-11-17,1331867,0,0,0,0
691,2015-11-18,869008,0,0,0,0
692,2015-11-19,1041742,0,0,0,0
693,2015-11-20,1332912,0,0,0,0
694,2015-11-21,815068,0,0,0,0
695,2015-11-22,530066,0,0,0,0
696,2015-11-23,1128673,0,0,0,0
697,2015-11-24,1026677,0,0,0,0
698,2015-11-25,1264712,0,0,0,0
699,2015-11-26,3256342,0,0,0,0
700,2015-11-27,1882687,0,0,0,0
701,2015-11-28,739826,0,0,0,0
702,2015-11-29,1483289,0,0,0,0
703,2015-11-30,2769919,0,0,0,0
704,2015-12-01,2094415,0,0,0,0
705,2015-12-02,1737530,0,0,0,0
706,2015-12-03,1733951,0,0,0,0
707,2015-12-04,1539922,0,0,0,0
708,2015-12-05,2195045,0,0,0,0
709,2015-12-06,2043286,0,0,0,0
710,2015-12-07,2252995,0,0,0,0
711,2015-12-08,1731329,0,0,0,0
712,2015-12-09,3474290,0,0,0,0
713,2015-12-10,1585101,0,0,0,0
714,2015-12-11,3224878,0,0,0,0
715,2015-12-12,4151507,0,0,0,0
716,2015-12-13,1812597,0,0,0,0
717,2015-12-14,2490681,0,0,0,0
718,2015-12-15,2668548,0,0,0,0
719,2015-12-16,2374851,0,0,0,0
720,2015-12-17,1430944,0,0,0,0
721,2015-12-18,1919576,0,0,0,0
722,2015-12-19,1071962,0,0,0,0
723,2015-12-20,1413528,0,0,0,0
724,2015-12-21,2480573,0,0,0,0
725,2015-12-22,1304656,0,0,0,0
726,2015-12-23,1332721,0,0,0,0
727,2015-12-24,1872864,0,0,0,0
728,2015-12-25,1080245,0,0,0,0
729,2015-12-26,2850860,0,0,0,0
730,2015-12-27,1808964,0,0,0,0
731,2015-12-28,2748752,0,0,0,0
732,2015-12-29,1552529,0,0,0,0
733,2015-12-30,1410100,0,0,0,0
734,2015-12-31,1948671,0,0,0,0
735,2016-01-01,1377325,0,0,0,0
736,2016-01-02,1387778,0,0,0,0
737,2016-01-03,763447,0,0,0,0
738,2016-01-04,1838861,0,0,0,0
739,2016-01-05,1493743,0,0,0,0
740,2016-01-06,1434958,0,0,0,0
741,2016-01-07,2716428,0,0,0,0
742,2016-01-08,2653894,0,0,0,0
743,2016-01-09,1526234,0,0,0,0
744,2016-01-10,1377665,0,0,0,0
745,2016-01-11,2137636,0,0,0,0
746,2016-01-12,1207655,0,0,0,0
747,2016-01-13,2425371,0,0,0,0
748,2016-01-14,1577290,0,0,0,0
749,2016-01-15,2808270,0,0,0,0
750,2016-01-16,3332688,0,0,0,0
751,2016-01-17,1722962,0,0,0,0
752,2016-01-18,1743983,0,0,0,0
753,2016-01-19,922794,0,0,0,0
754,2016-01-20,3202643,0,0,0,0
755,2016-01-21,2424375,0,0,0,0
756,2016-01-22,2851171,0,0,0,0
757,2016-01-23,1720224,0,0,0,0
758,2016-01-24,1963885,0,0,0,0
759,2016-01-25,1645474,0,0,0,0
760,2016-01-26,1877679,0,0,0,0
761,2016-01-27,1126368,0,0,0,0
762,2016-01-28,1605130,0,0,0,0
763,2016-01-29,2203286,0,0,0,0
764,2016-01-30,861660,0,0,0,0
765,2016-01-31,1091180,0,0,0,0
766,2016-02-01,1799224,0,0,0,0
767,2016-02-02,994158,0,0,0,0
768,2016-02-03,1082936,0,0,0,0
769,2016-02-04,1701573,0,0,0,0
770,2016-02-05,1118213,0,0,0,0
771,2016-02-06,884262,0,0,0,0
772,2016-02-07,495259,0,0,0,0
773,2016-02-08,486880,0,0,0,0
774,2016-02-09,448362,0,0,0,0
775,2016-02-10,1037877,0,0,0,0
776,2016-02-11,966238,0,0,0,0
777,2016-02-12,1192761,0,0,0,0
778,2016-02-13,1079881,0,0,0,0
779,2016-02-14,1902190,0,0,0,0
780,2016-02-15,1719229,0,0,0,0
781,2016-02-16,1294055,0,0,0,0
782,2016-02-17,2014259,0,0,0,0
783,2016-02-18,1982095,0,0,0,0
784,2016-02-19,1470528,0,0,0,0
785,2016-02-20,1907118,0,0,0,0
786,2016-02-21,2017113,0,0,0,0
787,2016-02-22,1398069,0,0,0,0
788,2016-02-23,1832523,0,0,0,0
789,2016-02-24,1734860,0,0,0,0
790,2016-02-25,1287548,0,0,0,0
791,2016-02-26,1089106,0,0,0,0
792,2016-02-27,997271,0,0,0,0
793,2016-02-28,1113074,0,0,0,0
794,2016-02-29,2084331,0,0,0,0
795,2016-03-01,1474945,0,0,0,0
796,2016-03-02,1341365,0,0,0,0
797,2016-03-03,1739726,0,0,0,0
798,2016-03-04,1291170,0,0,0,0
799,2016-03-05,1761982,0,0,0,0
800,2016-03-06,1561491,0,0,0,0
801,2016-03-07,1475428,0,0,0,0
802,2016-03-08,1188316,0,0,0,0
803,2016-03-09,1068546,0,0,0,0
804,2016-03-10,1059403,0,0,0,0
805,2016-03-11,1294603,0,0,0,0
806,2016-03-12,1284169,0,0,0,0
807,2016-03-13,1022763,0,0,0,0
808,2016-03-14,1261755,0,0,0,0
809,2016-03-15,1414996,0,0,0,0
810,2016-03-16,1090657,0,0,0,0
811,2016-03-17,1152588,0,0,0,0
812,2016-03-18,1549964,0,0,0,0
813,2016-03-19,1080234,0,0,0,0
814,2016-03-20,825548,0,0,0,0
815,2016-03-21,1026644,0,0,0,0
816,2016-03-22,1311700,0,0,0,0
817,2016-03-23,1060086,0,0,0,0
818,2016-03-24,1241910,0,0,0,0
819,2016-03-25,1213652,0,0,0,0
820,2016-03-26,842246,0,0,0,0
821,2016-03-27,981898,0,0,0,0
822,2016-03-28,1146946,0,0,0,0
823,2016-03-29,1429304,0,0,0,0
824,2016-03-30,1461962,0,0,0,0
825,2016-03-31,1391168,0,0,0,0
826,2016-04-01,967045,0,0,0,0
827,2016-04-02,967908,0,0,0,0
828,2016-04-03,839056,0,0,0,0
829,2016-04-04,931216,0,0,0,0
830,2016-04-05,1157256,0,0,0,0
831,2016-04-06,904605,0,0,0,0
832,2016-04-07,1008998,0,0,0,0
833,2016-04-08,1254643,0,0,0,0
834,2016-04-09,1095796,0,0,0,0
835,2016-04-10,973610,0,0,0,0
836,2016-04-11,998982,0,0,0,0
837,2016-04-12,1262928,0,0,0,0
838,2016-04-13,979658,0,0,0,0
839,2016-04-14,1059694,0,0,0,0
840,2016-04-15,831235,0,0,0,0
841,2016-04-16,867606,0,0,0,0
842,2016-04-17,1082765,0,0,0,0
843,2016-04-18,1028490,0,0,0,0
844,2016-04-19,1341146,0,0,0,0
845,2016-04-20,1554166,0,0,0,0
846,2016-04-21,1353160,0,0,0,0
847,2016-04-22,1764788,0,0,0,0
848,2016-04-23,1055063,0,0,0,0
849,2016-04-24,1169650,0,0,0,0
850,2016-04-25,1652745,0,0,0,0
851,2016-04-26,1435495,0,0,0,0
852,2016-04-27,1979115,0,0,0,0
853,2016-04-28,1650260,0,0,0,0
854,2016-04-29,1583525,0,0,0,0
855,2016-04-30,1327912,0,0,0,0
856,2016-05-01,855952,0,0,0,0
857,2016-05-02,1507603,0,0,0,0
858,2016-05-03,1883528,0,0,0,0
859,2016-05-04,1672861,0,0,0,0
860,2016-05-05,1192040,0,0,0,0
861,2016-05-06,1422331,0,0,0,0
862,2016-05-07,1195069,0,0,0,0
863,2016-05-08,849066,0,0,0,0
864,2016-05-09,1836351,0,0,0,0
865,2016-05-10,2095562,0,0,0,0
866,2016-05-11,1925550,0,0,0,0
867,2016-05-12,1781591,0,0,0,0
868,2016-05-13,1659564,0,0,0,0
869,2016-05-14,1012715,0,0,0,0
870,2016-05-15,1147155,0,0,0,0
871,2016-05-16,1697239,0,0,0,0
872,2016-05-17,1486349,0,0,0,0
873,2016-05-18,1403112,0,0,0,0
874,2016-05-19,1671588,0,0,0,0
875,2016-05-20,1844392,0,0,0,0
876,2016-05-21,1202371,0,0,0,0
877,2016-05-22,761492,0,0,0,0
878,2016-05-23,1518052,0,0,0,0
879,2016-05-24,1204504,0,0,0,0
880,2016-05-25,1397364,0,0,0,0
881,2016-05-26,1499401,0,0,0,0
882,2016-05-27,2924087,0,0,0,0
883,2016-05-28,3801732,0,0,0,0
884,2016-05-29,3659917,0,0,0,0
885,2016-05-30,2364217,0,0,0,0
886,2016-05-31,2697377,0,0,0,0
887,2016-06-01,2112297,0,0,0,0
888,2016-06-02,2609478,0,0,0,0
889,2016-06-03,2668948,0,0,0,0
890,2016-06-04,2222495,0,0,0,0
891,2016-06-05,1423033,0,0,0,0
892,2016-06-06,1660283,0,0,0,0
893,2016-06-07,2216425,0,0,0,0
894,2016-06-08,1994045,0,0,0,0
895,2016-06-09,1704896,0,0,0,0
896,2016-06-10,1795192,0,0,0,0
897,2016-06-11,1844819,0,0,0,0
898,2016-06-12,5278958,0,0,0,0
899,2016-06-13,4965819,0,0,0,0
900,2016-06-14,3647200,0,0,0,0
901,2016-06-15,3426972,0,0,0,0
902,2016-06-16,5579239,0,0,0,0
903,2016-06-17,6673284,0,0,0,0
904,2016-06-18,4347915,0,0,0,0
905,2016-06-19,2901644,0,0,0,0
906,2016-06-20,3983319,0,0,0,0
907,2016-06-21,6023511,0,0,0,0
908,2016-06-22,4301797,0,0,0,0
909,2016-06-23,6896045,0,0,0,0
910,2016-06-24,7004303,0,0,0,0
911,2016-06-25,3313240,0,0,0,0
912,2016-06-26,2732157,0,0,0,0
913,2016-06-27,3395080,0,0,0,0
914,2016-06-28,2563637,0,0,0,0
915,2016-06-29,3414554,0,0,0,0
916,2016-06-30,3583131,0,0,0,0
917,2016-07-01,3090216,0,0,0,0
918,2016-07-02,2509487,0,0,0,0
919,2016-07-03,2921677,0,0,0,0
920,2016-07-04,2898677,0,0,0,0
921,2016-07-05,1931294,0,0,0,0
922,2016-07-06,2589400,0,0,0,0
923,2016-07-07,4820752,0,0,0,0
924,2016-07-08,5775903,0,0,0,0
925,2016-07-09,3011953,0,0,0,0
926,2016-07-10,2104415,0,0,0,0
927,2016-07-11,2477445,0,0,0,0
928,2016-07-12,2604455,0,0,0,0
929,2016-07-13,1779004,0,0,0,0
930,2016-07-14,1870913,0,0,0,0
931,2016-07-15,1991243,0,0,0,0
932,2016-07-16,1211558,0,0,0,0
933,2016-07-17,1829127,0,0,0,0
934,2016-07-18,1916543,0,0,0,0
935,2016-07-19,1631896,0,0,0,0
936,2016-07-20,1781464,0,0,0,0
937,2016-07-21,1723559,0,0,0,0
938,2016-07-22,2150507,0,0,0,0
939,2016-07-23,1271472,0,0,0,0
940,2016-07-24,1231086,0,0,0,0
941,2016-07-25,1714207,0,0,0,0
942,2016-07-26,2069240,0,0,0,0
943,2016-07-27,1952602,0,0,0,0
944,2016-07-28,1395339,0,0,0,0
945,2016-07-29,1425080,0,0,0,0
946,2016-07-30,1129793,0,0,0,0
947,2016-07-31,1986253,0,0,0,0
948,2016-08-01,2576232,0,0,0,0
949,2016-08-02,0,0,0,0,0
950,2016-08-03,0,0,0,0,0
951,2016-08-04,2768304,0,0,0,0
952,2016-08-05,1361828,0,0,0,0
953,2016-08-06,1554867,0,0,0,0
954,2016-08-07,1747827,0,0,0,0
955,2016-08-08,1524936,0,0,0,0
956,2016-08-09,1964388,0,0,0,0
957,2016-08-10,2146912,0,0,0,0
958,2016-08-11,2302825,0,0,0,0
959,2016-08-12,2075686,0,0,0,0
960,2016-08-13,1318218,0,0,0,0
961,2016-08-14,1451887,0,0,0,0
962,2016-08-15,1514107,0,0,0,0
963,2016-08-16,2072987,0,0,0,0
964,2016-08-17,1794427,0,0,0,0
965,2016-08-18,1896587,0,0,0,0
966,2016-08-19,1986654,0,0,0,0
967,2016-08-20,1416284,0,0,0,0
968,2016-08-21,991878,0,0,0,0
969,2016-08-22,1349572,0,0,0,0
970,2016-08-23,2086333,0,0,0,0
971,2016-08-24,2069446,0,0,0,0
972,2016-08-25,2177134,0,0,0,0
973,2016-08-26,1882066,0,0,0,0
974,2016-08-27,1353033,0,0,0,0
975,2016-08-28,1014251,0,0,0,0
976,2016-08-29,1977608,0,0,0,0
977,2016-08-30,1692563,0,0,0,0
978,2016-08-31,1574786,0,0,0,0
979,2016-09-01,1757975,0,0,0,0
980,2016-09-02,1664372,0,0,0,0
981,2016-09-03,1618751,0,0,0,0
982,2016-09-04,1494812,0,0,0,0
983,2016-09-05,1825239,0,0,0,0
984,2016-09-06,1861957,0,0,0,0
985,2016-09-07,2127160,0,0,0,0
986,2016-09-08,1800761,0,0,0,0
987,2016-09-09,1897828,0,0,0,0
988,2016-09-10,1494080,0,0,0,0
989,2016-09-11,1557448,0,0,0,0
990,2016-09-12,2097472,0,0,0,0
991,2016-09-13,1655649,0,0,0,0
992,2016-09-14,1215912,0,0,0,0
993,2016-09-15,622966,0,0,0,0
994,2016-09-16,1000909,0,0,0,0
995,2016-09-17,774477,0,0,0,0
996,2016-09-18,1126944,0,0,0,0
997,2016-09-19,1827880,0,0,0,0
998,2016-09-20,1955054,0,0,0,0
999,2016-09-21,3109876,0,0,0,0
1000,2016-09-22,2004787,0,0,0,0
1001,2016-09-23,1682676,0,0,0,0
1002,2016-09-24,1213987,0,0,0,0
1003,2016-09-25,1040267,0,0,0,0
1004,2016-09-26,1653623,0,0,0,0
1005,2016-09-27,2019997,0,0,0,0
1006,2016-09-28,1790637,0,0,0,0
1007,2016-09-29,1749791,0,0,0,0
1008,2016-09-30,2203409,0,0,0,0
1009,2016-10-01,1122664,0,0,0,0
1010,2016-10-02,1013167,0,0,0,0
1011,2016-10-03,1057315,0,0,0,0
1012,2016-10-04,1477292,0,0,0,0
1013,2016-10-05,18,0,0,0,0
1014,2016-10-06,1696371,0,0,0,0
1015,2016-10-07,2488803,0,0,0,0
1016,2016-10-08,1688105,0,0,0,0
1017,2016-10-09,1145827,0,0,0,0
1018,2016-10-10,2226806,0,0,0,0
1019,2016-10-11,2723449,0,0,0,0
1020,2016-10-12,2382555,0,0,0,0
1021,2016-10-13,2379534,0,0,0,0
1022,2016-10-14,2153970,0,0,0,0
1023,2016-10-15,1542559,0,0,0,0
1024,2016-10-16,1505432,0,0,0,0
1025,2016-10-17,2431363,0,0,0,0
1026,2016-10-18,2299798,0,0,0,0
1027,2016-10-19,2089321,0,0,0,0
1028,2016-10-20,2441967,0,0,0,0
1029,2016-10-21,2186216,0,0,0,0
1030,2016-10-22,2190655,0,0,0,0
1031,2016-10-23,1402390,0,0,0,0
1032,2016-10-24,2125025,0,0,0,0
1033,2016-10-25,2824602,0,0,0,0
1034,2016-10-26,3694856,0,0,0,0
1035,2016-10-27,3772479,0,0,0,0
1036,2016-10-28,3039203,0,0,0,0
1037,2016-10-29,3609085,0,0,0,0
1038,2016-10-30,2492831,0,0,0,0
1039,2016-10-31,2774758,0,0,0,0
1040,2016-11-01,3856382,0,0,0,0
1041,2016-11-02,2926354,0,0,0,0
1042,2016-11-03,5609859,0,0,0,0
1043,2016-11-04,4857869,0,0,0,0
1044,2016-11-05,2064814,0,0,0,0
1045,2016-11-06,2289606,0,0,0,0
1046,2016-11-07,2155712,0,0,0,0
1047,2016-11-08,2193009,0,0,0,0
1048,2016-11-09,4573425,0,0,0,0
1049,2016-11-10,3010732,0,0,0,0
1050,2016-11-11,3076851,0,0,0,0
1051,2016-11-12,2179317,0,0,0,0
1052,2016-11-13,2874169,0,0,0,0
1053,2016-11-14,2364055,0,0,0,0
1054,2016-11-15,2653104,0,0,0,0
1055,2016-11-16,4375130,0,0,0,0
1056,2016-11-17,5138183,0,0,0,0
1057,2016-11-18,4171946,0,0,0,0
1058,2016-11-19,3087277,0,0,0,0
1059,2016-11-20,4375800,0,0,0,0
1060,2016-11-21,3648367,0,0,0,0
1061,2016-11-22,3265747,0,0,0,0
1062,2016-11-23,3109370,0,0,0,0
1063,2016-11-24,3359661,0,0,0,0
1064,2016-11-25,3514646,0,0,0,0
1065,2016-11-26,2639355,0,0,0,0
1066,2016-11-27,2009658,0,0,0,0
1067,2016-11-28,2591053,0,0,0,0
1068,2016-11-29,2789788,0,0,0,0
1069,2016-11-30,2968511,0,0,0,0
1070,2016-12-01,3349213,0,0,0,0
1071,2016-12-02,4711409,0,0,0,0
1072,2016-12-03,2227506,0,0,0,0
1073,2016-12-04,2252470,0,0,0,0
1074,2016-12-05,3899193,0,0,0,0
1075,2016-12-06,3303848,0,0,0,0
1076,2016-12-07,3232535,0,0,0,0
1077,2016-12-08,3074396,0,0,0,0
1078,2016-12-09,2641214,0,0,0,0
1079,2016-12-10,2466159,0,0,0,0
1080,2016-12-11,2439483,0,0,0,0
1081,2016-12-12,3554075,0,0,0,0
1082,2016-12-13,4720946,0,0,0,0
1083,2016-12-14,3755427,0,0,0,0
1084,2016-12-15,3111266,0,0,0,0
1085,2016-12-16,3611707,0,0,0,0
1086,2016-12-17,3182245,0,0,0,0
1087,2016-12-18,3038479,0,0,0,0
1088,2016-12-19,3497750,0,0,0,0
1089,2016-12-20,3936621,0,0,0,0
1090,2016-12-21,5751656,0,0,0,0
1091,2016-12-22,8239802,0,0,0,0
1092,2016-12-23,10087207,0,0,0,0
1093,2016-12-24,6850886,0,0,0,0
1094,2016-12-25,7007439,0,0,0,0
1095,2016-12-26,5698652,0,0,0,0
1096,2016-12-27,6767300,0,0,0,0
1097,2016-12-28,9194227,0,0,0,0
1098,2016-12-29,6909431,0,0,0,0
1099,2016-12-30,8111198,0,0,0,0
1100,2016-12-31,3965937,0,0,0,0
1101,2017-01-01,5581669,0,0,0,0
1102,2017-01-02,9701244,0,0,0,0
1103,2017-01-03,14608967,0,0,0,0
1104,2017-01-04,14387046,0,0,0,0
1105,2017-01-05,23222384,0,0,0,0
1106,2017-01-06,18728898,0,0,0,0
1107,2017-01-07,17123339,0,0,0,0
1108,2017-01-08,10891012,0,0,0,0
1109,2017-01-09,7698586,0,0,0,0
1110,2017-01-10,6018691,0,0,0,0
1111,2017-01-11,12183542,0,0,0,0
1112,2017-01-12,11936777,0,0,0,0
1113,2017-01-13,8592505,0,0,0,0
1114,2017-01-14,5142654,0,0,0,0
1115,2017-01-15,3718072,0,0,0,0
1116,2017-01-16,3937508,0,0,0,0
1117,2017-01-17,12438733,0,0,0,0
1118,2017-01-18,10589102,0,0,0,0
1119,2017-01-19,5301873,0,0,0,0
1120,2017-01-20,3619461,0,0,0,0
1121,2017-01-21,4691232,0,0,0,0
1122,2017-01-22,6411641,0,0,0,0
1123,2017-01-23,3622787,0,0,0,0
1124,2017-01-24,4595615,0,0,0,0
1125,2017-01-25,4023244,0,0,0,0
1126,2017-01-26,3899890,0,0,0,0
1127,2017-01-27,1975341,0,0,0,0
1128,2017-01-28,936475,0,0,0,0
1129,2017-01-29,1068804,0,0,0,0
1130,2017-01-30,1524716,0,0,0,0
1131,2017-01-31,6728061,0,0,0,0
1132,2017-02-01,6806245,0,0,0,0
1133,2017-02-02,7406196,0,0,0,0
1134,2017-02-03,12910950,0,0,0,0
1135,2017-02-04,5885678,0,0,0,0
1136,2017-02-05,3004466,0,0,0,0
1137,2017-02-06,5171614,0,0,0,0
1138,2017-02-07,5384618,0,0,0,0
1139,2017-02-08,9089223,0,0,0,0
1140,2017-02-09,17062640,0,0,0,0
1141,2017-02-10,9628516,0,0,0,0
1142,2017-02-11,5482122,0,0,0,0
1143,2017-02-12,2037340,0,0,0,0
1144,2017-02-13,5727378,0,0,0,0
1145,2017-02-14,5219956,0,0,0,0
1146,2017-02-15,3099772,0,0,0,0
1147,2017-02-16,5190191,0,0,0,0
1148,2017-02-17,8489267,0,0,0,0
1149,2017-02-18,3336128,0,0,0,0
1150,2017-02-19,2258739,0,0,0,0
1151,2017-02-20,4735874,0,0,0,0
1152,2017-02-21,13161497,0,0,0,0
1153,2017-02-22,6050098,0,0,0,0
1154,2017-02-23,11781808,0,0,0,0
1155,2017-02-24,22331874,0,0,0,0
1156,2017-02-25,7758942,0,0,0,0
1157,2017-02-26,7024684,0,0,0,0
1158,2017-02-27,7168727,0,0,0,0
1159,2017-02-28,6726466,0,0,0,0
1160,2017-03-01,7941868,0,0,0,0
1161,2017-03-02,13373002,0,0,0,0
1162,2017-03-03,17684701,0,0,0,0
1163,2017-03-04,8197999,0,0,0,0
1164,2017-03-05,8964017,0,0,0,0
1165,2017-03-06,7019567,0,0,0,0
1166,2017-03-07,15007326,0,0,0,0
1167,2017-03-08,14903988,0,0,0,0
1168,2017-03-09,11603666,0,0,0,0
1169,2017-03-10,21482176,0,0,0,0
1170,2017-03-11,14362208,0,0,0,0
1171,2017-03-12,11509501,0,0,0,0
1172,2017-03-13,26177018,0,0,0,0
1173,2017-03-14,14303497,0,0,0,0
1174,2017-03-15,21024997,0,0,0,0
1175,2017-03-16,45492135,0,0,0,0
1176,2017-03-17,11920788,0,0,0,0
1177,2017-03-18,33688830,0,0,0,0
1178,2017-03-19,37952108,0,0,0,0
1179,2017-03-20,21072313,0,0,0,0
1180,2017-03-21,19469743,0,0,0,0
1181,2017-03-22,26048806,0,0,0,0
1182,2017-03-23,16746047,0,0,0,0
1183,2017-03-24,39759503,0,0,0,0
1184,2017-03-25,29876870,0,0,0,0
1185,2017-03-26,24735421,0,0,0,0
1186,2017-03-27,22488261,0,0,0,0
1187,2017-03-28,20875148,0,0,0,0
1188,2017-03-29,25548770,0,0,0,0
1189,2017-03-30,14420986,0,0,0,0
1190,2017-03-31,30028113,0,0,0,0
1191,2017-04-01,18701349,0,0,0,0
1192,2017-04-02,15855716,0,0,0,0
1193,2017-04-03,29402258,0,0,0,0
1194,2017-04-04,26036689,0,0,0,0
1195,2017-04-05,19012349,0,0,0,0
1196,2017-04-06,23006233,0,0,0,0
1197,2017-04-07,14378678,0,0,0,0
1198,2017-04-08,10370010,0,0,0,0
1199,2017-04-09,8709861,0,0,0,0
1200,2017-04-10,8406546,0,0,0,0
1201,2017-04-11,10198465,0,0,0,0
1202,2017-04-12,13546088,0,0,0,0
1203,2017-04-13,28562259,0,0,0,0
1204,2017-04-14,17457572,0,0,0,0
1205,2017-04-15,9518245,0,0,0,0
1206,2017-04-16,5941404,0,0,0,0
1207,2017-04-17,10715798,0,0,0,0
1208,2017-04-18,16097100,0,0,0,0
1209,2017-04-19,11930253,0,0,0,0
1210,2017-04-20,18109025,0,0,0,0
1211,2017-04-21,12189593,0,0,0,0
1212,2017-04-22,8523851,0,0,0,0
1213,2017-04-23,5286957,0,0,0,0
1214,2017-04-24,11622688,0,0,0,0
1215,2017-04-25,9393075,0,0,0,0
1216,2017-04-26,18803202,0,0,0,0
1217,2017-04-27,50917017,0,0,0,0
1218,2017-04-28,73727197,0,0,0,0
1219,2017-04-29,34557345,0,0,0,0
1220,2017-04-30,40627600,0,0,0,0
1221,2017-05-01,62371659,0,0,0,0
1222,2017-05-02,37772222,0,0,0,0
1223,2017-05-03,26405979,0,0,0,0
1224,2017-05-04,77875491,0,0,0,0
1225,2017-05-05,91446625,0,0,0,0
1226,2017-05-06,44378520,0,0,0,0
1227,2017-05-07,42975198,0,0,0,0
1228,2017-05-08,55149358,0,0,0,0
1229,2017-05-09,85301552,0,0,0,0
1230,2017-05-10,72757364,0,0,0,0
1231,2017-05-11,57866248,0,0,0,0
1232,2017-05-12,45194539,0,0,0,0
1233,2017-05-13,43733942,0,0,0,0
1234,2017-05-14,26672302,0,0,0,0
1235,2017-05-15,51912520,0,0,0,0
1236,2017-05-16,43198555,0,0,0,0
1237,2017-05-17,49763674,0,0,0,0
1238,2017-05-18,47391773,0,0,0,0
1239,2017-05-19,132947536,0,0,0,0
1240,2017-05-20,65414850,0,0,0,0
1241,2017-05-21,125170372,0,0,0,0
1242,2017-05-22,222376695,0,0,0,0
1243,2017-05-23,139390211,0,0,0,0
1244,2017-05-24,159157856,0,0,0,0
1245,2017-05-25,118348140,0,0,0,0
1246,2017-05-26,251678472,0,0,0,0
1247,2017-05-27,337385664,0,0,0,0
1248,2017-05-28,232262904,0,0,0,0
1249,2017-05-29,190338798,0,0,0,0
1250,2017-05-30,307693092,0,0,0,0
1251,2017-05-31,230331785,0,0,0,0
1252,2017-06-01,148859283,0,0,0,0
1253,2017-06-02,92320953,0,0,0,0
1254,2017-06-03,112841400,0,0,0,0
1255,2017-06-04,137110780,0,0,0,0
1256,2017-06-05,88249015,0,0,0,0
1257,2017-06-06,183932483,0,0,0,0
1258,2017-06-07,122942792,0,0,0,0
1259,2017-06-08,97583760,0,0,0,0
1260,2017-06-09,119303029,0,0,0,0
1261,2017-06-10,341724794,0,0,0,0
1262,2017-06-11,419196155,0,0,0,0
1263,2017-06-12,596206141,0,0,0,0
1264,2017-06-13,350545851,0,0,0,0
1265,2017-06-14,343737525,0,0,0,0
1266,2017-06-15,514498691,0,0,0,0
1267,2017-06-16,252467983,0,0,0,0
1268,2017-06-17,480726393,0,0,0,0
1269,2017-06-18,366628099,0,0,0,0
1270,2017-06-19,430818043,0,0,0,0
1271,2017-06-20,460577170,0,0,0,0
1272,2017-06-21,419807472,0,0,0,0
1273,2017-06-22,235704686,0,0,0,0
1274,2017-06-23,166706920,0,0,0,0
1275,2017-06-24,223332779,0,0,0,0
1276,2017-06-25,280356998,0,0,0,0
1277,2017-06-26,452386617,0,0,0,0
1278,2017-06-27,562766494,0,0,0,0
1279,2017-06-28,546692331,0,0,0,0
1280,2017-06-29,375829130,0,0,0,0
1281,2017-06-30,202899071,0,0,0,0
1282,2017-07-01,210225074,0,0,0,0
1283,2017-07-02,231308828,0,0,0,0
1284,2017-07-03,216421888,0,0,0,0
1285,2017-07-04,314033798,0,0,0,0
1286,2017-07-05,328806085,0,0,0,0
1287,2017-07-06,202099497,0,0,0,0
1288,2017-07-07,193422055,0,0,0,0
1289,2017-07-08,316707900,0,0,0,0
1290,2017-07-09,168287096,0,0,0,0
1291,2017-07-10,235889041,0,0,0,0
1292,2017-07-11,384822884,0,0,0,0
1293,2017-07-12,498248165,0,0,0,0
1294,2017-07-13,335874018,0,0,0,0
1295,2017-07-14,222310002,0,0,0,0
1296,2017-07-15,342589735,0,0,0,0
1297,2017-07-16,514891782,0,0,0,0
1298,2017-07-17,655630705,0,0,0,0
1299,2017-07-18,761481009,0,0,0,0
1300,2017-07-19,599974465,0,0,0,0
1301,2017-07-20,722855742,0,0,0,0
1302,2017-07-21,367879950,0,0,0,0
1303,2017-07-22,241769502,0,0,0,0
1304,2017-07-23,260294961,0,0,0,0
1305,2017-07-24,145144671,0,0,0,0
1306,2017-07-25,429775784,0,0,0,0
1307,2017-07-26,245178279,0,0,0,0
1308,2017-07-27,112199477,0,0,0,0
1309,2017-07-28,258908086,0,0,0,0
1310,2017-07-29,324889240,0,0,0,0
1311,2017-07-30,215849052,0,0,0,0
1312,2017-07-31,234004726,0,0,0,0
1313,2017-08-01,509818210,0,0,0,0
1314,2017-08-02,193455901,0,0,0,0
1315,2017-08-03,224745626,0,0,0,0
1316,2017-08-04,302002374,0,0,0,0
1317,2017-08-05,645936607,0,0,0,0
1318,2017-08-06,559657639,0,0,0,0
1319,2017-08-07,369735099,0,0,0,0
1320,2017-08-08,675468932,0,0,0,0
1321,2017-08-09,933568865,0,0,0,0
1322,2017-08-10,341772721,0,0,0,0
1323,2017-08-11,376706654,0,0,0,0
1324,2017-08-12,429847802,0,0,0,0
1325,2017-08-13,687187966,0,0,0,0
1326,2017-08-14,388939134,0,0,0,0
1327,2017-08-15,564326559,0,0,0,0
1328,2017-08-16,457725325,0,0,0,0
1329,2017-08-17,626935277,0,0,0,0
1330,2017-08-18,1569813035,0,0,0,0
1331,2017-08-19,1573255935,0,0,0,0
1332,2017-08-20,842118514,0,0,0,0
1333,2017-08-21,1281894022,0,0,0,0
1334,2017-08-22,1588947798,0,0,0,0
1335,2017-08-23,1412047155,0,0,0,0
1336,2017-08-24,1014101994,0,0,0,0
1337,2017-08-25,556588331,0,0,0,0
1338,2017-08-26,458264055,0,0,0,0
